booking_id,guest_id,room_id,check_in,check_out,stay_days,total_amount
8234,618,74,2023-11-05,2023-11-08,3,30000
8235,3425,101,2023-01-02,2023-01-09,7,17500
8236,2055,62,2023-11-01,2023-11-08,7,35000
8237,2557,186,2023-11-06,2023-11-09,3,22500
8238,713,8,2023-04-12,2023-04-15,3,22500
8239,383,186,2023-11-24,2023-11-28,4,30000
8240,964,49,2023-11-13,2023-11-15,2,5000
8241,2687,137,2023-10-14,2023-10-15,1,10000
8242,1713,157,2023-12-29,2023-12-30,1,3500
8243,858,29,2023-07-15,2023-07-19,4,40000
8244,2399,83,2023-12-01,2023-12-03,2,10000
8245,1394,29,2023-12-02,2023-12-03,1,10000
8246,2528,102,2023-08-12,2023-08-15,3,15000
8247,1404,200,2023-12-22,2023-12-23,1,2500
8248,3239,111,2023-05-14,2023-05-18,4,14000
8249,498,196,2023-08-09,2023-08-16,7,35000
8250,3045,189,2023-09-27,2023-10-02,5,25000
8251,539,133,2023-08-20,2023-08-26,6,30000
8252,491,174,2023-10-06,2023-10-13,7,52500
8253,2035,152,2023-03-19,2023-03-23,4,10000
8254,1501,198,2023-01-16,2023-01-19,3,30000
8255,1535,178,2023-12-20,2023-12-27,7,17500
8256,467,5,2023-07-13,2023-07-16,3,7500
8257,1015,60,2023-11-11,2023-11-16,5,12500
8258,135,188,2023-10-16,2023-10-19,3,30000
8259,3141,183,2023-06-19,2023-06-25,6,30000
8260,3084,27,2023-12-09,2023-12-14,5,25000
8261,2812,161,2023-11-08,2023-11-13,5,25000
8262,1644,55,2023-11-14,2023-11-19,5,12500
8263,2673,120,2023-04-13,2023-04-17,4,40000
8264,83,65,2023-12-17,2023-12-20,3,10500
8265,1480,105,2023-10-28,2023-11-02,5,37500
8266,2441,129,2023-12-17,2023-12-23,6,15000
8267,1607,148,2023-12-01,2023-12-04,3,10500
8268,238,63,2023-10-27,2023-11-03,7,70000
8269,978,147,2023-05-07,2023-05-13,6,30000
8270,1629,190,2023-11-14,2023-11-19,5,50000
8271,583,86,2023-12-08,2023-12-09,1,5000
8272,978,28,2023-12-17,2023-12-24,7,35000
8273,17,139,2023-10-12,2023-10-18,6,45000
8274,1268,95,2023-09-06,2023-09-12,6,15000
8275,780,87,2023-11-16,2023-11-23,7,52500
8276,1640,164,2023-11-27,2023-11-30,3,22500
8277,2296,92,2023-12-17,2023-12-20,3,10500
8278,2472,82,2023-12-11,2023-12-16,5,37500
8279,2535,133,2023-08-14,2023-08-15,1,5000
8280,3025,132,2023-11-30,2023-12-02,2,15000
8281,920,167,2023-10-13,2023-10-19,6,21000
8282,2854,110,2023-07-22,2023-07-25,3,22500
8283,1818,127,2023-08-01,2023-08-04,3,10500
8284,3190,61,2023-12-12,2023-12-15,3,7500
8285,1524,150,2023-10-02,2023-10-05,3,22500
8286,1647,167,2023-08-22,2023-08-29,7,24500
8287,3121,107,2023-12-23,2023-12-27,4,14000
8288,829,140,2023-09-30,2023-10-02,2,5000
8289,11,192,2023-12-16,2023-12-19,3,30000
8290,1529,122,2023-07-23,2023-07-24,1,3500
8291,1572,130,2023-07-26,2023-07-31,5,50000
8292,1956,78,2023-08-11,2023-08-14,3,30000
8293,2444,186,2023-08-27,2023-09-02,6,45000
8294,3372,175,2023-11-08,2023-11-11,3,10500
8295,1890,108,2023-12-20,2023-12-22,2,10000
8296,1440,33,2023-08-12,2023-08-15,3,7500
8297,2196,95,2023-11-12,2023-11-16,4,10000
8298,495,170,2023-12-08,2023-12-09,1,7500
8299,703,7,2023-12-15,2023-12-21,6,30000
8300,2482,34,2023-12-30,2023-12-31,1,10000
8301,563,120,2023-08-20,2023-08-27,7,70000
8302,2154,26,2023-04-25,2023-04-29,4,20000
8303,1706,190,2023-08-03,2023-08-10,7,70000
8304,2126,34,2023-08-09,2023-08-15,6,60000
8305,1435,8,2023-09-02,2023-09-05,3,22500
8306,2223,81,2023-08-16,2023-08-17,1,7500
8307,1159,26,2023-11-18,2023-11-20,2,10000
8308,630,197,2023-11-30,2023-12-06,6,21000
8309,2940,163,2023-09-29,2023-10-01,2,10000
8310,985,24,2023-10-22,2023-10-28,6,45000
8311,67,32,2023-09-12,2023-09-15,3,7500
8312,946,175,2023-09-26,2023-10-02,6,21000
8313,1059,189,2023-08-05,2023-08-12,7,35000
8314,947,191,2023-12-23,2023-12-24,1,7500
8315,1137,172,2023-05-24,2023-05-30,6,45000
8316,946,13,2023-08-16,2023-08-21,5,12500
8317,3404,87,2023-12-12,2023-12-19,7,52500
8318,104,130,2023-11-30,2023-12-07,7,70000
8319,3324,187,2023-12-05,2023-12-07,2,7000
8320,3274,155,2023-09-28,2023-09-30,2,15000
8321,3332,196,2023-11-23,2023-11-29,6,30000
8322,3289,155,2023-09-18,2023-09-20,2,15000
8323,3189,118,2023-09-18,2023-09-21,3,22500
8324,3335,151,2023-11-15,2023-11-16,1,3500
8325,755,98,2023-10-06,2023-10-11,5,17500
8326,2220,115,2023-08-31,2023-09-03,3,22500
8327,1164,145,2023-05-22,2023-05-24,2,10000
8328,2304,164,2023-09-09,2023-09-10,1,7500
8329,3450,150,2023-11-19,2023-11-24,5,37500
8330,1163,92,2023-11-08,2023-11-13,5,17500
8331,1536,95,2023-12-22,2023-12-23,1,2500
8332,2356,61,2023-08-25,2023-08-28,3,7500
8333,798,72,2023-12-23,2023-12-28,5,25000
8334,2458,198,2023-08-22,2023-08-23,1,10000
8335,137,71,2023-04-18,2023-04-25,7,70000
8336,3205,179,2023-12-16,2023-12-22,6,21000
8337,3252,121,2023-09-30,2023-10-04,4,40000
8338,1723,138,2023-10-04,2023-10-08,4,30000
8339,3402,18,2023-04-16,2023-04-19,3,22500
8340,3223,108,2023-10-13,2023-10-17,4,20000
8341,37,196,2023-08-26,2023-08-28,2,10000
8342,3198,29,2023-09-12,2023-09-18,6,60000
8343,1264,119,2023-05-23,2023-05-27,4,40000
8344,2044,7,2023-12-16,2023-12-17,1,5000
8345,2341,27,2023-10-18,2023-10-22,4,20000
8346,2091,51,2023-08-19,2023-08-26,7,24500
8347,1293,109,2023-08-06,2023-08-13,7,24500
8348,959,114,2023-12-09,2023-12-10,1,10000
8349,1149,105,2023-09-20,2023-09-25,5,37500
8350,1829,158,2023-11-18,2023-11-22,4,20000
8351,1529,193,2023-11-03,2023-11-05,2,5000
8352,2901,117,2023-04-01,2023-04-05,4,30000
8353,2449,106,2023-07-17,2023-07-18,1,10000
8354,1204,143,2023-12-23,2023-12-27,4,40000
8355,1269,81,2023-06-22,2023-06-23,1,7500
8356,2261,94,2023-09-16,2023-09-19,3,22500
8357,990,36,2023-11-12,2023-11-13,1,3500
8358,2759,20,2023-11-30,2023-12-06,6,60000
8359,3132,163,2023-09-14,2023-09-17,3,15000
8360,3201,45,2023-08-09,2023-08-13,4,40000
8361,2726,24,2023-11-27,2023-11-30,3,22500
8362,197,107,2023-06-03,2023-06-08,5,17500
8363,1637,160,2023-09-28,2023-10-05,7,52500
8364,1952,57,2023-12-22,2023-12-28,6,45000
8365,235,71,2023-11-05,2023-11-12,7,70000
8366,2476,154,2023-10-10,2023-10-16,6,45000
8367,3179,90,2023-12-29,2023-12-30,1,2500
8368,1388,130,2023-06-04,2023-06-09,5,50000
8369,3115,63,2023-12-01,2023-12-03,2,20000
8370,1019,117,2023-09-20,2023-09-25,5,37500
8371,2851,93,2023-04-26,2023-04-27,1,3500
8372,1596,107,2023-10-15,2023-10-18,3,10500
8373,383,91,2023-10-10,2023-10-13,3,22500
8374,832,105,2023-10-27,2023-11-02,6,45000
8375,3482,70,2023-08-28,2023-08-29,1,2500
8376,2665,65,2023-11-29,2023-12-01,2,7000
8377,1967,8,2023-10-07,2023-10-10,3,22500
8378,785,155,2023-12-09,2023-12-12,3,22500
8379,1230,115,2023-11-24,2023-11-29,5,37500
8380,2398,98,2023-11-16,2023-11-19,3,10500
8381,313,159,2023-02-13,2023-02-18,5,37500
8382,2493,154,2023-11-07,2023-11-08,1,7500
8383,3059,121,2023-12-18,2023-12-25,7,70000
8384,44,109,2023-06-11,2023-06-18,7,24500
8385,2271,130,2023-11-21,2023-11-28,7,70000
8386,2260,58,2023-12-08,2023-12-11,3,7500
8387,2295,180,2023-07-23,2023-07-28,5,17500
8388,3422,72,2023-09-02,2023-09-07,5,25000
8389,2343,171,2023-10-02,2023-10-07,5,12500
8390,1640,105,2023-10-07,2023-10-12,5,37500
8391,2359,160,2023-11-19,2023-11-20,1,7500
8392,923,24,2023-08-24,2023-08-25,1,7500
8393,2070,78,2023-05-27,2023-05-30,3,30000
8394,1731,64,2023-09-15,2023-09-18,3,22500
8395,1967,21,2023-10-08,2023-10-09,1,7500
8396,813,44,2023-09-21,2023-09-25,4,20000
8397,3467,101,2023-10-28,2023-10-31,3,7500
8398,2075,171,2023-12-03,2023-12-04,1,2500
8399,2486,29,2023-12-23,2023-12-28,5,50000
8400,649,189,2023-08-13,2023-08-20,7,35000
8401,1126,91,2023-05-22,2023-05-23,1,7500
8402,1551,185,2023-02-12,2023-02-16,4,30000
8403,2278,101,2023-12-18,2023-12-20,2,5000
8404,1540,184,2023-11-28,2023-12-05,7,17500
8405,34,40,2023-09-06,2023-09-07,1,2500
8406,1430,127,2023-07-04,2023-07-08,4,14000
8407,648,128,2023-08-01,2023-08-07,6,45000
8408,2973,114,2023-08-18,2023-08-24,6,60000
8409,1548,52,2023-12-19,2023-12-21,2,10000
8410,1,55,2023-12-22,2023-12-25,3,7500
8411,3490,192,2023-08-07,2023-08-09,2,20000
8412,2956,50,2023-11-04,2023-11-06,2,20000
8413,3413,104,2023-08-01,2023-08-07,6,15000
8414,1704,104,2023-12-08,2023-12-14,6,15000
8415,457,14,2023-12-11,2023-12-17,6,30000
8416,2449,62,2023-09-05,2023-09-08,3,15000
8417,2454,53,2023-09-29,2023-10-03,4,40000
8418,2103,22,2023-11-28,2023-11-30,2,10000
8419,1639,194,2023-12-22,2023-12-29,7,17500
8420,2312,65,2023-12-08,2023-12-09,1,3500
8421,3117,46,2023-10-03,2023-10-04,1,10000
8422,2729,158,2023-10-19,2023-10-26,7,35000
8423,2452,164,2023-11-02,2023-11-04,2,15000
8424,3068,173,2023-05-01,2023-05-03,2,5000
8425,1112,55,2023-06-28,2023-06-30,2,5000
8426,1282,46,2023-06-02,2023-06-04,2,20000
8427,2177,13,2023-12-13,2023-12-19,6,15000
8428,2065,187,2023-09-23,2023-09-26,3,10500
8429,838,116,2023-08-14,2023-08-20,6,15000
8430,1273,198,2023-12-10,2023-12-13,3,30000
8431,2225,178,2023-09-18,2023-09-25,7,17500
8432,35,151,2023-11-27,2023-12-04,7,24500
8433,818,10,2023-12-22,2023-12-29,7,24500
8434,1738,19,2023-12-25,2023-12-26,1,7500
8435,1559,95,2023-07-24,2023-07-25,1,2500
8436,450,96,2023-10-19,2023-10-24,5,17500
8437,2717,18,2023-12-10,2023-12-17,7,52500
8438,1998,29,2023-03-31,2023-04-05,5,50000
8439,2693,105,2023-12-21,2023-12-26,5,37500
8440,1720,118,2023-10-30,2023-11-06,7,52500
8441,2650,88,2023-10-19,2023-10-23,4,14000
8442,841,92,2023-12-26,2023-12-27,1,3500
8443,1296,75,2023-12-26,2023-12-27,1,10000
8444,610,153,2023-10-22,2023-10-23,1,7500
8445,1685,133,2023-11-05,2023-11-08,3,15000
8446,2185,11,2023-11-19,2023-11-26,7,52500
8447,2330,19,2023-05-12,2023-05-17,5,37500
8448,568,101,2023-12-13,2023-12-14,1,2500
8449,3140,78,2023-11-05,2023-11-12,7,70000
8450,1932,152,2023-12-07,2023-12-10,3,7500
8451,2070,175,2023-05-12,2023-05-16,4,14000
8452,1703,148,2023-11-15,2023-11-16,1,3500
8453,325,42,2023-05-11,2023-05-16,5,50000
8454,122,124,2023-12-19,2023-12-21,2,5000
8455,28,3,2023-12-18,2023-12-25,7,52500
8456,2942,35,2023-12-22,2023-12-24,2,7000
8457,1086,52,2023-06-15,2023-06-22,7,35000
8458,2486,156,2023-11-05,2023-11-12,7,24500
8459,2155,35,2023-03-21,2023-03-28,7,24500
8460,1516,112,2023-09-11,2023-09-14,3,15000
8461,1475,92,2023-11-20,2023-11-26,6,21000
8462,916,33,2023-12-24,2023-12-31,7,17500
8463,1432,53,2023-09-04,2023-09-06,2,20000
8464,3446,37,2023-10-17,2023-10-21,4,10000
8465,980,84,2023-11-24,2023-11-30,6,60000
8466,3487,86,2023-08-28,2023-09-02,5,25000
8467,1372,14,2023-10-30,2023-10-31,1,5000
8468,152,10,2023-09-02,2023-09-05,3,10500
8469,3177,165,2023-11-16,2023-11-23,7,35000
8470,1568,14,2023-11-08,2023-11-12,4,20000
8471,3224,96,2023-03-20,2023-03-26,6,21000
8472,1040,167,2023-06-20,2023-06-22,2,7000
8473,3481,7,2023-11-24,2023-11-30,6,30000
8474,3317,175,2023-10-16,2023-10-18,2,7000
8475,879,82,2023-09-16,2023-09-17,1,7500
8476,801,199,2023-04-12,2023-04-16,4,30000
8477,2619,72,2023-12-15,2023-12-22,7,35000
8478,2449,17,2023-08-15,2023-08-20,5,50000
8479,2871,6,2023-08-30,2023-08-31,1,5000
8480,84,154,2023-10-20,2023-10-25,5,37500
8481,1136,172,2023-09-11,2023-09-16,5,37500
8482,2321,18,2023-12-08,2023-12-11,3,22500
8483,2477,79,2023-12-08,2023-12-11,3,30000
8484,387,166,2023-09-28,2023-09-29,1,2500
8485,363,40,2023-11-16,2023-11-22,6,15000
8486,3064,20,2023-07-12,2023-07-17,5,50000
8487,3367,40,2023-12-16,2023-12-20,4,10000
8488,2081,118,2023-08-30,2023-09-02,3,22500
8489,305,25,2023-11-24,2023-11-26,2,15000
8490,2569,102,2023-10-03,2023-10-09,6,30000
8491,99,15,2023-11-17,2023-11-22,5,25000
8492,362,164,2023-03-02,2023-03-03,1,7500
8493,3093,28,2023-12-04,2023-12-07,3,15000
8494,833,141,2023-07-12,2023-07-19,7,17500
8495,314,20,2023-12-13,2023-12-17,4,40000
8496,1030,23,2023-06-26,2023-06-30,4,30000
8497,2289,5,2023-11-15,2023-11-21,6,15000
8498,3345,75,2023-09-28,2023-10-02,4,40000
8499,1559,87,2023-09-11,2023-09-12,1,7500
8500,2978,149,2023-10-03,2023-10-09,6,15000
8501,2130,7,2023-09-27,2023-10-03,6,30000
8502,3014,14,2023-12-09,2023-12-16,7,35000
8503,3386,44,2023-12-16,2023-12-22,6,30000
8504,3372,169,2023-10-18,2023-10-20,2,10000
8505,602,87,2023-12-24,2023-12-28,4,30000
8506,1919,77,2023-10-11,2023-10-18,7,52500
8507,847,163,2023-06-24,2023-06-27,3,15000
8508,1103,191,2023-09-27,2023-10-04,7,52500
8509,2839,31,2023-11-18,2023-11-20,2,5000
8510,642,139,2023-09-29,2023-10-04,5,37500
8511,2070,126,2023-09-06,2023-09-07,1,3500
8512,1705,166,2023-11-28,2023-11-30,2,5000
8513,1046,8,2023-12-16,2023-12-22,6,45000
8514,1799,164,2023-06-21,2023-06-25,4,30000
8515,205,88,2023-12-21,2023-12-23,2,7000
8516,2880,159,2023-06-15,2023-06-20,5,37500
8517,465,50,2023-06-11,2023-06-16,5,50000
8518,3069,148,2023-09-18,2023-09-24,6,21000
8519,1283,30,2023-05-30,2023-06-02,3,10500
8520,1236,35,2023-09-19,2023-09-21,2,7000
8521,1273,57,2023-11-08,2023-11-10,2,15000
8522,1749,105,2023-11-08,2023-11-15,7,52500
8523,1640,71,2023-05-18,2023-05-20,2,20000
8524,1758,68,2023-09-18,2023-09-21,3,15000
8525,1887,126,2023-11-28,2023-12-02,4,14000
8526,3225,83,2023-12-27,2023-12-28,1,5000
8527,2500,34,2023-11-24,2023-11-28,4,40000
8528,439,53,2023-06-12,2023-06-19,7,70000
8529,1471,75,2023-11-14,2023-11-17,3,30000
8530,247,137,2023-12-13,2023-12-14,1,10000
8531,1473,84,2023-11-24,2023-11-29,5,50000
8532,2099,38,2023-11-05,2023-11-10,5,12500
8533,1211,13,2023-12-05,2023-12-06,1,2500
8534,419,87,2023-04-23,2023-04-28,5,37500
8535,2359,173,2023-09-04,2023-09-07,3,7500
8536,3412,172,2023-10-18,2023-10-22,4,30000
8537,62,25,2023-08-11,2023-08-13,2,15000
8538,3450,129,2023-12-18,2023-12-22,4,10000
8539,2892,40,2023-09-07,2023-09-11,4,10000
8540,2776,110,2023-07-08,2023-07-13,5,37500
8541,788,85,2023-09-20,2023-09-25,5,12500
8542,1130,9,2023-10-28,2023-11-04,7,17500
8543,414,182,2023-10-05,2023-10-07,2,10000
8544,1964,43,2023-07-10,2023-07-15,5,37500
8545,1584,126,2023-12-14,2023-12-20,6,21000
8546,1413,198,2023-11-23,2023-11-26,3,30000
8547,327,132,2023-05-20,2023-05-25,5,37500
8548,1308,106,2023-09-20,2023-09-22,2,20000
8549,195,188,2023-08-07,2023-08-09,2,20000
8550,3057,103,2023-02-11,2023-02-13,2,7000
8551,1511,79,2023-11-22,2023-11-27,5,50000
8552,3318,40,2023-07-17,2023-07-19,2,5000
8553,115,168,2023-11-17,2023-11-23,6,30000
8554,3237,197,2023-10-04,2023-10-10,6,21000
8555,2797,169,2023-10-17,2023-10-19,2,10000
8556,287,33,2023-11-24,2023-11-29,5,12500
8557,742,195,2023-05-20,2023-05-21,1,7500
8558,2934,191,2023-11-27,2023-12-03,6,45000
8559,431,22,2023-12-20,2023-12-27,7,35000
8560,2219,61,2023-07-03,2023-07-06,3,7500
8561,1412,45,2023-06-10,2023-06-17,7,70000
8562,532,199,2023-12-18,2023-12-22,4,30000
8563,1113,154,2023-08-18,2023-08-20,2,15000
8564,3226,78,2023-08-16,2023-08-20,4,40000
8565,3487,154,2023-11-11,2023-11-14,3,22500
8566,2022,117,2023-05-01,2023-05-02,1,7500
8567,1862,35,2023-07-11,2023-07-18,7,24500
8568,2770,14,2023-07-16,2023-07-23,7,35000
8569,1242,101,2023-10-14,2023-10-19,5,12500
8570,2962,178,2023-12-13,2023-12-15,2,5000
8571,3482,23,2023-09-17,2023-09-22,5,37500
8572,1425,186,2023-07-08,2023-07-09,1,7500
8573,2470,14,2023-10-10,2023-10-14,4,20000
8574,2373,68,2023-10-31,2023-11-07,7,35000
8575,285,89,2023-11-19,2023-11-23,4,40000
8576,2546,144,2023-08-20,2023-08-27,7,52500
8577,2193,180,2023-09-28,2023-09-30,2,7000
8578,980,123,2023-12-24,2023-12-30,6,45000
8579,1334,82,2023-06-30,2023-07-03,3,22500
8580,1345,87,2023-10-16,2023-10-17,1,7500
8581,2409,63,2023-12-23,2023-12-25,2,20000
8582,624,100,2023-12-01,2023-12-04,3,22500
8583,1783,66,2023-09-13,2023-09-17,4,10000
8584,1058,1,2023-10-28,2023-11-03,6,45000
8585,1808,2,2023-12-01,2023-12-04,3,22500
8586,2067,28,2023-10-10,2023-10-13,3,15000
8587,2539,68,2023-11-15,2023-11-20,5,25000
8588,371,153,2023-11-25,2023-11-26,1,7500
8589,2622,169,2023-12-22,2023-12-27,5,25000
8590,1462,2,2023-07-18,2023-07-25,7,52500
8591,3120,179,2023-12-04,2023-12-11,7,24500
8592,524,197,2023-08-01,2023-08-04,3,10500
8593,2235,103,2023-10-24,2023-10-29,5,17500
8594,497,112,2023-11-17,2023-11-20,3,15000
8595,3484,99,2023-12-23,2023-12-28,5,17500
8596,2361,51,2023-03-21,2023-03-25,4,14000
8597,2440,60,2023-09-29,2023-10-03,4,10000
8598,1991,29,2023-12-15,2023-12-17,2,20000
8599,2948,200,2023-12-19,2023-12-21,2,5000
8600,1447,163,2023-11-25,2023-11-30,5,25000
8601,1486,44,2023-12-18,2023-12-25,7,35000
8602,2757,81,2023-09-24,2023-09-27,3,22500
8603,1916,183,2023-06-20,2023-06-24,4,20000
8604,2935,69,2023-02-28,2023-03-06,6,21000
8605,1577,50,2023-12-05,2023-12-11,6,60000
8606,2891,181,2023-10-03,2023-10-04,1,3500
8607,1209,67,2023-11-21,2023-11-25,4,40000
8608,1124,90,2023-11-07,2023-11-11,4,10000
8609,3153,115,2023-11-24,2023-11-27,3,22500
8610,3381,49,2023-10-16,2023-10-18,2,5000
8611,292,117,2023-09-24,2023-09-30,6,45000
8612,1910,63,2023-04-08,2023-04-13,5,50000
8613,948,69,2023-12-15,2023-12-21,6,21000
8614,3415,158,2023-08-11,2023-08-18,7,35000
8615,2473,142,2023-12-21,2023-12-23,2,10000
8616,1498,25,2023-10-18,2023-10-23,5,37500
8617,2143,53,2023-12-12,2023-12-18,6,60000
8618,1200,132,2023-11-10,2023-11-12,2,15000
8619,1951,83,2023-11-07,2023-11-12,5,25000
8620,2949,82,2023-11-18,2023-11-21,3,22500
8621,3285,181,2023-12-17,2023-12-20,3,10500
8622,1548,175,2023-12-04,2023-12-11,7,24500
8623,3320,112,2023-07-04,2023-07-10,6,30000
8624,524,147,2023-12-15,2023-12-17,2,10000
8625,259,87,2023-07-09,2023-07-15,6,45000
8626,2234,88,2023-11-15,2023-11-19,4,14000
8627,569,182,2023-06-10,2023-06-15,5,25000
8628,2248,184,2023-09-06,2023-09-09,3,7500
8629,1943,157,2023-10-14,2023-10-20,6,21000
8630,2827,21,2023-05-18,2023-05-21,3,22500
8631,2968,95,2023-07-29,2023-07-31,2,5000
8632,1570,80,2023-09-12,2023-09-17,5,17500
8633,1513,131,2023-05-18,2023-05-24,6,15000
8634,3431,33,2023-07-12,2023-07-13,1,2500
8635,1624,154,2023-12-28,2023-12-29,1,7500
8636,2458,17,2023-09-02,2023-09-07,5,50000
8637,2347,73,2023-08-15,2023-08-20,5,17500
8638,2738,56,2023-12-01,2023-12-02,1,3500
8639,2039,173,2023-10-19,2023-10-26,7,17500
8640,2780,36,2023-12-21,2023-12-27,6,21000
8641,2808,115,2023-03-22,2023-03-27,5,37500
8642,3164,135,2023-08-18,2023-08-19,1,7500
8643,1269,24,2023-04-02,2023-04-07,5,37500
8644,2451,117,2023-12-12,2023-12-18,6,45000
8645,2489,148,2023-12-04,2023-12-07,3,10500
8646,1758,114,2023-10-06,2023-10-12,6,60000
8647,1879,187,2023-09-15,2023-09-21,6,21000
8648,3139,31,2023-11-23,2023-11-25,2,5000
8649,566,10,2023-11-16,2023-11-19,3,10500
8650,2975,29,2023-12-06,2023-12-07,1,10000
8651,371,45,2023-12-03,2023-12-10,7,70000
8652,2194,75,2023-07-21,2023-07-25,4,40000
8653,3476,190,2023-08-29,2023-09-01,3,30000
8654,2132,106,2023-08-30,2023-09-02,3,30000
8655,2069,6,2023-12-02,2023-12-07,5,25000
8656,1111,180,2023-12-17,2023-12-18,1,3500
8657,1376,174,2023-07-13,2023-07-17,4,30000
8658,971,71,2023-10-02,2023-10-05,3,30000
8659,3309,187,2023-10-10,2023-10-16,6,21000
8660,2082,46,2023-09-23,2023-09-30,7,70000
8661,2557,185,2023-08-31,2023-09-02,2,15000
8662,426,72,2023-11-17,2023-11-19,2,10000
8663,1547,107,2023-08-21,2023-08-23,2,7000
8664,2568,200,2023-08-28,2023-08-29,1,2500
8665,1847,180,2023-05-09,2023-05-14,5,17500
8666,2860,96,2023-12-01,2023-12-07,6,21000
8667,1424,158,2023-12-24,2023-12-28,4,20000
8668,1948,144,2023-04-17,2023-04-23,6,45000
8669,666,6,2023-10-01,2023-10-05,4,20000
8670,1475,171,2023-08-25,2023-08-31,6,15000
8671,1472,82,2023-08-21,2023-08-26,5,37500
8672,2113,166,2023-09-12,2023-09-18,6,15000
8673,657,121,2023-12-21,2023-12-26,5,50000
8674,2377,134,2023-08-02,2023-08-03,1,2500
8675,862,165,2023-07-29,2023-07-31,2,10000
8676,3010,191,2023-11-02,2023-11-03,1,7500
8677,1066,78,2023-12-20,2023-12-23,3,30000
8678,1681,189,2023-12-06,2023-12-09,3,15000
8679,2311,174,2023-12-18,2023-12-22,4,30000
8680,2190,148,2023-08-03,2023-08-04,1,3500
8681,416,25,2023-11-15,2023-11-21,6,45000
8682,2353,185,2023-12-14,2023-12-17,3,22500
8683,686,95,2023-12-09,2023-12-15,6,15000
8684,2938,48,2023-11-10,2023-11-15,5,17500
8685,604,15,2023-12-23,2023-12-24,1,5000
8686,2867,54,2023-11-06,2023-11-10,4,10000
8687,1355,28,2023-10-13,2023-10-17,4,20000
8688,1736,154,2023-11-15,2023-11-19,4,30000
8689,1990,103,2023-11-16,2023-11-18,2,7000
8690,2391,105,2023-12-11,2023-12-12,1,7500
8691,301,112,2023-07-22,2023-07-23,1,5000
8692,3143,13,2023-08-13,2023-08-18,5,12500
8693,3281,176,2023-12-10,2023-12-11,1,3500
8694,610,91,2023-09-22,2023-09-26,4,30000
8695,492,99,2023-09-23,2023-09-29,6,21000
8696,445,154,2023-12-08,2023-12-15,7,52500
8697,442,27,2023-12-24,2023-12-27,3,15000
8698,2079,131,2023-07-23,2023-07-29,6,15000
8699,1350,11,2023-11-27,2023-11-30,3,22500
8700,368,43,2023-10-29,2023-11-03,5,37500
8701,1791,170,2023-10-14,2023-10-17,3,22500
8702,3418,78,2023-09-26,2023-10-01,5,50000
8703,892,149,2023-09-03,2023-09-08,5,12500
8704,3433,53,2023-11-18,2023-11-24,6,60000
8705,2341,38,2023-12-24,2023-12-30,6,15000
8706,1518,11,2023-12-23,2023-12-28,5,37500
8707,3136,172,2023-07-12,2023-07-18,6,45000
8708,105,62,2023-12-06,2023-12-08,2,10000
8709,1085,90,2023-10-19,2023-10-21,2,5000
8710,649,195,2023-04-19,2023-04-22,3,22500
8711,2434,136,2023-05-08,2023-05-10,2,5000
8712,1460,39,2023-12-20,2023-12-27,7,70000
8713,2913,44,2023-12-02,2023-12-05,3,15000
8714,2562,160,2023-11-01,2023-11-07,6,45000
8715,1847,114,2023-08-01,2023-08-08,7,70000
8716,3397,111,2023-11-30,2023-12-05,5,17500
8717,1466,104,2023-11-17,2023-11-23,6,15000
8718,1689,7,2023-08-20,2023-08-27,7,35000
8719,2935,86,2023-05-18,2023-05-19,1,5000
8720,2221,160,2023-06-20,2023-06-21,1,7500
8721,714,45,2023-07-13,2023-07-17,4,40000
8722,989,135,2023-11-24,2023-11-30,6,45000
8723,843,73,2023-12-23,2023-12-29,6,21000
8724,2746,73,2023-04-08,2023-04-14,6,21000
8725,3315,46,2023-09-19,2023-09-26,7,70000
8726,147,144,2023-05-16,2023-05-19,3,22500
8727,1715,77,2023-12-17,2023-12-24,7,52500
8728,2338,58,2023-07-14,2023-07-21,7,17500
8729,3217,141,2023-05-17,2023-05-20,3,7500
8730,3138,101,2023-12-18,2023-12-22,4,10000
8731,3166,67,2023-09-25,2023-09-28,3,30000
8732,215,131,2023-12-15,2023-12-16,1,2500
8733,3081,112,2023-08-26,2023-09-01,6,30000
8734,2350,138,2023-11-17,2023-11-18,1,7500
8735,3251,22,2023-08-04,2023-08-07,3,15000
8736,1483,190,2023-10-28,2023-11-03,6,60000
8737,3047,187,2023-07-04,2023-07-08,4,14000
8738,404,133,2023-12-16,2023-12-19,3,15000
8739,2607,10,2023-06-12,2023-06-16,4,14000
8740,813,47,2023-12-07,2023-12-12,5,17500
8741,2839,36,2023-12-21,2023-12-25,4,14000
8742,175,109,2023-10-30,2023-11-03,4,14000
8743,2896,14,2023-09-17,2023-09-18,1,5000
8744,3012,43,2023-12-02,2023-12-08,6,45000
8745,2753,9,2023-12-22,2023-12-24,2,5000
8746,1003,110,2023-09-29,2023-10-03,4,30000
8747,2603,66,2023-08-31,2023-09-07,7,17500
8748,1915,109,2023-12-11,2023-12-18,7,24500
8749,1110,84,2023-09-09,2023-09-13,4,40000
8750,2940,20,2023-10-04,2023-10-05,1,10000
8751,2803,187,2023-12-05,2023-12-10,5,17500
8752,270,150,2023-09-07,2023-09-12,5,37500
8753,3057,42,2023-02-15,2023-02-22,7,70000
8754,3488,141,2023-10-16,2023-10-22,6,15000
8755,142,134,2023-10-22,2023-10-23,1,2500
